"Site"	"Species"	"H"	"D"	"Stem_biomass"
"Site 1"	"Species 2"	32.1933238825096	97.0926050737035	847.043041359436
"Site 1"	"Species 2"	6.96041772561259	21.6547284764238	47.8769264824572
"Site 1"	"Species 2"	25.3898290576763	50.5448884551879	317.166427003781
"Site 1"	"Species 2"	31.6715943479584	127.609442069661	1335.79483774714
"Site 1"	"Species 2"	29.589552157962	95.0645632424857	831.083092720857
"Site 1"	"Species 2"	27.025116827803	113.630020528799	901.59452614689
"Site 1"	"Species 2"	14.678186189853	30.6589101743884	107.485675803153
"Site 1"	"Species 2"	31.2533998441097	117.125682391925	1313.00237656167
"Site 1"	"Species 2"	28.5499542242081	140.495037662331	1710.03738346835
"Site 1"	"Species 2"	36.2390295096121	122.838038157206	1179.8295121857
"Site 1"	"Species 2"	31.6863497936398	63.6845393234398	304.375959363726
"Site 1"	"Species 2"	31.8396754315262	102.73629614152	961.406567381354
"Site 1"	"Species 2"	21.5659760755152	44.1559950762894	215.786748976456
"Site 1"	"Species 2"	23.2071464537439	91.0797081654891	786.133358013347
"Site 1"	"Species 2"	7.26305632636885	23.0566584225744	79.0681894791517
"Site 1"	"Species 2"	28.0332326999175	83.7774626130704	891.387783597657
"Site 1"	"Species 2"	27.7248682360281	57.28440068895	470.753197297141
"Site 1"	"Species 2"	28.4696330769444	141.221691838	1752.56431256663
"Site 1"	"Species 2"	26.6810174280421	110.877127123531	980.29759191888
"Site 1"	"Species 2"	27.4853217905848	57.8125545708463	275.795209966472
"Site 1"	"Species 2"	30.3888654136803	142.964790881379	1819.7003515253
"Site 1"	"Species 2"	32.3223557550872	90.4348619724624	1009.37639354012
"Site 1"	"Species 2"	29.2148436263324	128.375525283627	1583.29452668918
"Site 1"	"Species 2"	10.2696856479281	23.465748532908	88.3816472486598
"Site 1"	"Species 2"	28.5413868051049	97.5779200962279	738.089952436962
"Site 1"	"Species 2"	33.1698217240363	78.4745043644216	591.076242819362
"Site 1"	"Species 2"	20.3491374838914	35.7145451882388	156.829805324114
"Site 1"	"Species 2"	8.10830385938726	20.2632422978058	47.9069957970161
"Site 1"	"Species 2"	27.0762174536332	42.9089649638627	237.897287450113
"Site 1"	"Species 2"	28.3837699881022	62.7850159700029	480.741061164598
"Site 1"	"Species 2"	28.7091466572336	112.403340933379	1108.25149289415
"Site 1"	"Species 2"	18.099767493226	33.5015021602158	137.370343260812
"Site 1"	"Species 2"	28.7321917756131	111.934727313928	1302.03690090881
"Site 1"	"Species 2"	30.5757865742372	149.490013956092	1962.96802832523
"Site 1"	"Species 2"	31.3378567432259	81.8780111626256	673.895125277274
"Site 1"	"Species 2"	19.0760096235523	35.1019989105407	160.252783623144
"Site 1"	"Species 2"	25.3857388663236	47.1687643916812	125.12271164174
"Site 1"	"Species 2"	11.6399202167249	29.3634626583662	107.24335720165
"Site 1"	"Species 2"	29.6161583121989	66.9938841462135	526.848034936293
"Site 1"	"Species 2"	32.098745948152	137.682532643666	1433.02452471107
"Site 1"	"Species 2"	35.0845049102479	124.389062892878	1462.62830251366
"Site 1"	"Species 2"	22.0963993277586	43.8886768219527	213.414194589784
"Site 1"	"Species 2"	32.5570790860628	78.0478713184129	562.707123257978
"Site 1"	"Species 2"	32.4282817218418	132.450937981484	1545.61466063364
"Site 1"	"Species 2"	22.7832567386776	70.0880557810888	483.505094917189
"Site 1"	"Species 2"	24.470774701276	47.4876434204634	342.597930062306
"Site 1"	"Species 2"	27.1169086179751	53.7022726319265	220.477010508186
"Site 1"	"Species 2"	31.0088921148818	97.5488046964165	803.266028031939
"Site 1"	"Species 2"	30.1718124809374	128.09674394899	1276.94410592754
"Site 1"	"Species 2"	29.5818053221337	55.9846457128879	450.652894769887
"Site 1"	"Species 2"	31.1257697050389	111.453430167167	1256.89237888748
"Site 1"	"Species 2"	20.9788485386597	34.0541942627169	165.182745145161
"Site 1"	"Species 2"	6.37053092500091	20.6347159354482	43.7379479276148
"Site 1"	"Species 2"	32.1799510934075	147.189605743624	1759.9905861061
"Site 1"	"Species 2"	26.7899588734528	95.3392368368804	634.490531609675
"Site 1"	"Species 2"	23.5924543463947	51.8295707472134	377.337642236132
"Site 2"	"Species 1"	35.3181507725808	146.409714486217	2065.6388057921
"Site 2"	"Species 1"	32.601800643763	85.4730405088048	783.283267629308
"Site 2"	"Species 1"	26.881075133828	66.1128103884403	494.750104215909
"Site 2"	"Species 1"	30.3657004375181	70.5000345048029	557.114300717502
"Site 2"	"Species 1"	32.0583074145739	120.314840404317	897.039471761914
"Site 2"	"Species 1"	32.3181339827779	113.257757378742	1182.27243699411
"Site 2"	"Species 1"	31.4493154556041	121.77810450783	1531.03885437149
"Site 2"	"Species 1"	34.0910123674705	108.329555634409	1042.60768264381
"Site 2"	"Species 1"	4.1196716494363	19.6869473007973	52.943111794306
"Site 2"	"Species 1"	11.2018141020082	33.6531592661049	134.582626126886
"Site 2"	"Species 1"	32.8234690247061	147.083071764791	1451.08378759629
"Site 2"	"Species 1"	33.3650305824854	142.562089258572	1848.91076844847
"Site 2"	"Species 1"	28.0604895653779	62.7148590004072	448.790625955307
"Site 2"	"Species 1"	17.4341346042991	35.3133515221998	143.97113889285
"Site 2"	"Species 1"	28.8454255673412	67.7974376105703	648.799768727657
"Site 2"	"Species 1"	27.214476973175	68.9988543174695	500.826778274333
"Site 2"	"Species 1"	14.2864341486803	35.0908674392849	116.426035649095
"Site 2"	"Species 1"	2.19752360877969	17.0590887044091	26.5014016496995
"Site 2"	"Species 1"	23.4750403314812	60.534516867483	433.566516247243
"Site 2"	"Species 1"	27.9169241944442	88.8731378631201	600.338586575255
"Site 2"	"Species 1"	33.7071770664957	112.036199398572	1205.33477986355
"Site 2"	"Species 1"	30.2871670352023	67.2515015001409	607.028912650279
"Site 2"	"Species 1"	35.8378385262023	113.880653379019	1251.74273741361
"Site 2"	"Species 1"	3.19453173672142	21.1699536151718	44.6609506386319
"Site 2"	"Species 1"	33.8771818286642	146.262032162631	1606.39219965502
"Site 2"	"Species 1"	22.934198611633	37.83155225683	190.365569360257
"Site 2"	"Species 1"	24.9266326428161	51.6067514719907	213.474545109373
"Site 2"	"Species 1"	35.3434138223607	117.688642304856	1517.21099046768
"Site 2"	"Species 1"	32.8433434083119	97.8479967720341	1046.66917548883
"Site 2"	"Species 1"	7.29724177438886	26.4819148764946	60.004792685621
"Site 2"	"Species 1"	35.5443087870909	143.125127500389	1596.5189796582
"Site 2"	"Species 1"	24.4836616502028	59.5238352706656	423.770081159781
"Site 2"	"Species 1"	30.4785583161191	87.5292928086128	860.59530524756
"Site 2"	"Species 1"	26.3599797687417	61.2616061267909	331.598453547405
"Site 2"	"Species 1"	32.0802815904617	124.956013335614	1402.19543716356
"Site 2"	"Species 1"	30.2143237219202	85.7881085481495	701.130831027326
"Site 2"	"Species 1"	17.2623935409235	32.9986214765813	109.233435221264
"Site 2"	"Species 1"	6.41913110717161	19.9155476060696	49.8662108647681
"Site 2"	"Species 1"	33.4429985011559	144.306078082882	1761.62688879546
"Site 2"	"Species 1"	37.358329517049	122.278033179464	1317.26941599106
"Site 2"	"Species 1"	35.8050657751952	140.365523836808	1616.2256016381
"Site 2"	"Species 1"	15.9200791480486	35.5088766070548	95.5344501670979
"Site 2"	"Species 1"	32.4762316337973	120.577282214072	1284.56033344168
"Site 2"	"Species 1"	31.4693374441911	98.2808501750696	743.426830206791
"Site 2"	"Species 1"	14.3595263927805	30.4709631577134	124.201248778551
"Site 2"	"Species 1"	13.8791374140338	33.4114823432174	97.285480528067
"Site 2"	"Species 1"	33.2411412064674	66.0131504922174	469.555790244792
"Site 2"	"Species 1"	31.9458323781107	52.5015270325821	439.891734842697
"Site 2"	"Species 1"	29.1376859113732	148.961275750771	1731.80614217902
"Site 2"	"Species 1"	16.9533060430966	27.2118255472742	123.957424804985
"Site 2"	"Species 1"	31.431628342145	75.7574505731463	655.90203900545
"Site 2"	"Species 1"	30.0844840821101	85.7377117057331	727.496356012079
"Site 2"	"Species 1"	34.2410026411405	130.060459283413	1173.64414741557
"Site 2"	"Species 1"	11.748647878873	25.9361293888651	91.8699101193497
"Site 2"	"Species 1"	24.7641399128719	58.3852459047921	349.49732069903
"Site 2"	"Species 1"	33.8796607498612	114.285144904861	1269.45449742511
"Site 2"	"Species 1"	25.4203192098565	64.498605360277	519.612977496579
"Site 2"	"Species 1"	12.9486530951844	28.2627099787351	139.041591650475
"Site 2"	"Species 1"	32.1976308112054	118.477270470466	1314.04939920185
"Site 2"	"Species 1"	10.5074502669612	32.876777186757	103.821627497963
"Site 2"	"Species 1"	32.1805941468264	90.1809914864134	752.543492025358
"Site 2"	"Species 1"	32.6055250224782	128.20680222474	1460.18340804001
"Site 2"	"Species 1"	31.7628107029639	105.899138571694	1352.14499607363
"Site 2"	"Species 1"	32.5643444419811	145.13700918993	1866.68435429448
"Site 2"	"Species 1"	18.8345578278003	41.5661949198693	149.070972345273
"Site 2"	"Species 1"	24.2124441154607	53.312851684168	329.627762538923
"Site 2"	"Species 1"	32.6500369915809	94.1457836818881	852.695348590166
"Site 2"	"Species 1"	31.1553280379262	66.8535179039463	464.756485893713
"Site 2"	"Species 1"	15.86169430326	33.7880771874916	210.941166342248
"Site 2"	"Species 1"	18.3936918955726	45.9908293141052	225.920609306319
"Site 2"	"Species 1"	33.4416168284728	128.924005008303	1194.87497571042
"Site 2"	"Species 1"	31.1874111368656	71.705029666191	624.735822608153
"Site 2"	"Species 1"	27.2356477719118	54.0736377344001	381.48192429469
"Site 2"	"Species 1"	34.1004749098915	115.88491154951	998.515759878584
"Site 2"	"Species 1"	24.6293309555192	57.2344789747149	342.779400086405
"Site 2"	"Species 1"	7.43644015034849	23.0711853818502	38.4384648560612
"Site 2"	"Species 1"	32.307922909959	112.051712226821	1139.29584381184
"Site 2"	"Species 1"	32.9854691000175	147.826546785655	2001.89538419889
"Site 2"	"Species 1"	6.10994065961686	26.157157975249	64.2914651934065
"Site 2"	"Species 1"	7.62568554514452	23.5287798999343	75.3976294223997
"Site 2"	"Species 1"	15.7343924758885	36.4287851157133	152.985973797342
"Site 2"	"Species 1"	33.8016953863885	133.972006884869	1527.21317428876
"Site 2"	"Species 1"	34.8289172275173	125.59021839872	1624.13206116898
"Site 2"	"Species 1"	33.5407598824763	124.26579997642	1595.30794623961
"Site 2"	"Species 1"	30.7194845358845	94.0180099708959	841.60714281491
"Site 2"	"Species 1"	4.22006230210385	16.0228309978265	28.7029355164583
"Site 2"	"Species 1"	14.3251070597248	40.2536511817016	163.18108338409
"Site 2"	"Species 1"	35.4380810774517	87.1814916247968	715.655257240702
"Site 2"	"Species 1"	37.0000832439556	123.522169712232	1455.98536151216
"Site 2"	"Species 1"	24.3235415018342	51.43667098484	291.888198238031
"Site 2"	"Species 1"	33.7497345576473	88.1863798387349	813.467027499137
"Site 2"	"Species 1"	30.3760337040882	77.9646450548898	622.971667543111
"Site 2"	"Species 1"	28.5305378161723	59.3167549464852	431.10889403599
"Site 2"	"Species 1"	10.5753552836328	23.9715815428644	58.11857084608
"Site 2"	"Species 1"	28.0881518511977	59.5975639368407	401.285567045137
"Site 2"	"Species 1"	35.6341187138667	130.244147999911	1831.9519280548
"Site 2"	"Species 1"	6.92336081709237	26.4097332058009	73.6664031685783
"Site 2"	"Species 1"	38.0408229402331	148.429103553062	1536.85865979369
"Site 2"	"Species 1"	22.7688401989732	49.0750781062525	284.357356011161
"Site 2"	"Species 1"	19.294531717711	42.6109902863391	252.890092148111
"Site 2"	"Species 2"	35.7978494144261	101.185687913094	1122.07475725401
"Site 2"	"Species 2"	6.80279550765891	24.4541951932479	62.3015667896593
"Site 2"	"Species 2"	33.846683852609	117.123448792845	1542.03567401896
"Site 2"	"Species 2"	32.1761496769582	74.9284848233219	477.825878572618
"Site 2"	"Species 2"	30.8109410426976	95.3475771658123	743.415937459304
"Site 2"	"Species 2"	32.6127706995606	83.6694170942064	747.969453037298
"Site 2"	"Species 2"	35.590956735339	104.57727331901	1152.87039447795
"Site 2"	"Species 2"	34.3088397699567	101.46852914826	1167.26753201824
"Site 2"	"Species 2"	5.93754204465407	17.5074536155444	35.5925414932748
"Site 2"	"Species 2"	37.8075050960798	100.031067465898	1195.19139082867
"Site 2"	"Species 2"	22.5525750910005	51.5416694409214	213.009748162999
"Site 2"	"Species 2"	36.406581741621	115.993087165989	1214.52153686863
"Site 2"	"Species 2"	34.5088353148875	91.1154426704161	1026.66322144514
"Site 2"	"Species 2"	38.9910680185383	114.438272846164	1197.94447824317
"Site 2"	"Species 2"	35.3204244426456	142.80794920167	1818.02999665856
"Site 2"	"Species 2"	9.61089782981026	28.7733775342349	94.8992778624725
"Site 2"	"Species 2"	10.6726754507309	20.3534820768982	50.5081307155745
"Site 2"	"Species 2"	44.0552698881724	122.247491546441	1475.54719537755
"Site 2"	"Species 2"	19.2403479342317	45.0405078870244	237.716036755353
"Site 2"	"Species 2"	17.8389570312263	44.0509921568446	223.634562065055
"Site 2"	"Species 2"	16.8091487473761	39.1489917074796	174.565814460816
"Site 2"	"Species 2"	30.9340322515094	67.9035183694214	560.43414196845
"Site 2"	"Species 2"	34.1791102308396	95.4744305438362	853.293959804775
"Site 2"	"Species 2"	35.1181343302007	125.522898273775	1361.63891233837
"Site 2"	"Species 2"	8.11294932484894	27.544749523513	52.500666374963
"Site 2"	"Species 2"	34.6256938004459	96.5426359057892	862.07088350823
"Site 2"	"Species 2"	18.9485946740432	48.379985379288	226.24182885973
"Site 2"	"Species 2"	36.0295448870526	107.660083462251	740.440313574968
"Site 2"	"Species 2"	39.373389838508	128.787412288366	1460.77069979741
"Site 2"	"Species 2"	15.9095636376191	46.4945402147714	207.440302234283
"Site 2"	"Species 2"	36.0274914532461	133.079808822367	1277.91832069674
"Site 2"	"Species 2"	34.6821688754043	104.72992038005	1004.61707953684
"Site 2"	"Species 2"	6.20482461321707	21.955657931976	53.0338412760825
"Site 2"	"Species 2"	35.0032427336646	149.858133690432	1938.57288864403
"Site 2"	"Species 2"	35.6449192668129	93.3273658342659	869.732271567612
"Site 2"	"Species 2"	36.8051071885443	120.679773768643	1362.35973474019
"Site 2"	"Species 2"	31.7361158186424	70.7956636534072	621.023853902594
"Site 2"	"Species 2"	29.2783074609061	65.6868049164768	456.426220672796
"Site 2"	"Species 2"	35.4252250976538	68.7857261358295	496.101212163828
"Site 2"	"Species 2"	11.4597085044007	44.7956675081514	188.712247018209
"Site 2"	"Species 2"	24.5020520032155	49.5008756231982	214.520297429598
"Site 2"	"Species 2"	38.0349898405542	126.270041487878	1761.17762622083
"Site 2"	"Species 2"	33.7648013988432	80.9086596826091	468.011223585449
"Site 2"	"Species 2"	35.996829070655	113.571636717534	1307.88383248282
"Site 2"	"Species 2"	32.1558654623407	78.3786150359083	702.725170769266
"Site 2"	"Species 2"	31.4048435567943	74.8985448642634	458.639686438302
"Site 2"	"Species 2"	39.4732781884202	136.498460755683	1608.02716401084
"Site 2"	"Species 2"	36.3863879946281	88.7920739420224	853.350569532205
"Site 2"	"Species 2"	7.42383758890144	17.3401559412014	35.0482047520079
"Site 2"	"Species 2"	34.2933768373742	134.863961882656	1425.35772544976
"Site 2"	"Species 2"	12.5808159415228	28.5647332726512	80.4451984486329
"Site 2"	"Species 2"	5.06123350802414	16.8481823033653	31.5254223572592
"Site 2"	"Species 2"	29.4616451760256	64.057071878342	527.795247842852
"Site 2"	"Species 2"	38.3740629192241	138.116398884449	1539.51718152584
"Site 2"	"Species 2"	36.4127136072403	129.867604955798	1485.20253559475
"Site 2"	"Species 2"	19.4601828210724	40.4570381669328	123.64256759943
"Site 2"	"Species 2"	42.1330753749687	134.574757997179	1443.75678252982
"Site 2"	"Species 2"	5.9900425855304	15.4439283278771	30.4316254797092
"Site 2"	"Species 2"	38.4433230728383	107.650080719031	1139.96288752802
"Site 2"	"Species 2"	37.5886203130935	80.6328026682604	647.246488347003
"Site 2"	"Species 2"	26.3467655984802	59.5024850859772	610.668132939062
"Site 2"	"Species 2"	26.8656940121963	61.020307992585	342.487046878238
"Site 2"	"Species 2"	36.6806521612439	115.715457253391	1393.31883026878
"Site 2"	"Species 2"	30.8448053828964	80.0239957775921	547.025965226098
"Site 2"	"Species 2"	31.1756778514769	103.975635941606	1101.90498263792
"Site 2"	"Species 2"	22.7697705393704	55.3985513700172	393.015002880935
"Site 2"	"Species 2"	24.5969388607789	68.7314467015676	509.576427496975
"Site 2"	"Species 2"	36.5303304477726	112.706577162025	1025.57905319508
"Site 2"	"Species 2"	32.575477737008	66.2939111085143	416.232074930821
"Site 2"	"Species 2"	45.625297470216	148.038695573341	1873.67245010602
"Site 2"	"Species 2"	37.1354174856362	146.115474198014	1928.01740996315
"Site 2"	"Species 2"	35.9401503143392	141.032654094743	1675.74887768717
"Site 2"	"Species 2"	23.9892347817235	53.970543500036	430.580182020495
"Site 2"	"Species 2"	35.4502467267038	133.756059712032	1628.19428666353
"Site 2"	"Species 2"	25.9160638775899	57.4623224255629	403.243889666776
"Site 2"	"Species 2"	23.5711465554792	47.0120445429347	170.222403664897
"Site 2"	"Species 2"	37.2044488693834	149.143676378299	2158.15608504439
